database,variant,benchmark,workload,metric_name,metric_value,unit,repetition
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_min,0.0,us,1
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_median,2.705,us,1
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_max,5173.0,us,1
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_avg,13.656,us,1
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_stddev,148.57,us,1
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_min,4.0,us,1
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_median,8.5924,us,1
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_max,8102.0,us,1
leveldb_motiv,release-asan,db_bench,readrandom_t1,latency_avg,14.248,us,1
leveldb_motiv,release-asan,db_bench,readrandom_t1,latency_stddev,92.23,us,1
leveldb_motiv,release-asan,db_bench,readrandom_t1,latency_min,1.0,us,1
leveldb_motiv,release-asan,db_bench,readrandom_t1,latency_median,12.0953,us,1
leveldb_motiv,release-asan,db_bench,readrandom_t1,latency_max,12464.0,us,1
leveldb_motiv,release-static,db_bench,fillrandom_t1,latency_avg,4.305,us,1
leveldb_motiv,release-static,db_bench,fillrandom_t1,latency_stddev,87.4,us,1
leveldb_motiv,release-static,db_bench,fillrandom_t1,latency_min,1.0,us,1
leveldb_motiv,release-static,db_bench,fillrandom_t1,latency_median,2.7649,us,1
leveldb_motiv,release-static,db_bench,fillrandom_t1,latency_max,8033.0,us,1
leveldb_motiv,release-static,db_bench,readrandom_t1,latency_avg,5.029,us,1
leveldb_motiv,release-static,db_bench,readrandom_t1,latency_stddev,48.24,us,1
leveldb_motiv,release-static,db_bench,readrandom_t1,latency_min,0.0,us,1
leveldb_motiv,release-static,db_bench,readrandom_t1,latency_median,4.7184,us,1
leveldb_motiv,release-static,db_bench,readrandom_t1,latency_max,8017.0,us,1
leveldb_motiv,release-cheri,db_bench,fillrandom_t1,latency_avg,6.2,us,1
leveldb_motiv,release-cheri,db_bench,fillrandom_t1,latency_stddev,105.07,us,1
leveldb_motiv,release-cheri,db_bench,fillrandom_t1,latency_min,2.0,us,1
leveldb_motiv,release-cheri,db_bench,fillrandom_t1,latency_median,3.8031,us,1
leveldb_motiv,release-cheri,db_bench,fillrandom_t1,latency_max,8022.0,us,1
leveldb_motiv,release-cheri,db_bench,readrandom_t1,latency_avg,6.876,us,1
leveldb_motiv,release-cheri,db_bench,readrandom_t1,latency_stddev,55.55,us,1
leveldb_motiv,release-cheri,db_bench,readrandom_t1,latency_min,1.0,us,1
leveldb_motiv,release-cheri,db_bench,readrandom_t1,latency_median,6.3532,us,1
leveldb_motiv,release-cheri,db_bench,readrandom_t1,latency_max,8069.0,us,1
leveldb_motiv,release-mte,db_bench,fillrandom_t1,latency_avg,7.475,us,2
leveldb_motiv,release-mte,db_bench,fillrandom_t1,latency_stddev,99.01,us,2
leveldb_motiv,release-mte,db_bench,fillrandom_t1,latency_min,3.0,us,2
leveldb_motiv,release-mte,db_bench,fillrandom_t1,latency_median,5.5367,us,2
leveldb_motiv,release-mte,db_bench,fillrandom_t1,latency_max,8061.0,us,2
leveldb_motiv,release-mte,db_bench,readrandom_t1,latency_avg,3.473,us,2
leveldb_motiv,release-mte,db_bench,readrandom_t1,latency_stddev,46.47,us,2
leveldb_motiv,release-mte,db_bench,readrandom_t1,latency_min,0.0,us,2
leveldb_motiv,release-mte,db_bench,readrandom_t1,latency_median,3.1599,us,2
leveldb_motiv,release-mte,db_bench,readrandom_t1,latency_max,8040.0,us,2
leveldb_motiv,release-dynamic,db_bench,fillrandom_t1,latency_avg,6.899,us,2
leveldb_motiv,release-dynamic,db_bench,fillrandom_t1,latency_stddev,94.59,us,2
leveldb_motiv,release-dynamic,db_bench,fillrandom_t1,latency_min,3.0,us,2
leveldb_motiv,release-dynamic,db_bench,fillrandom_t1,latency_median,5.235,us,2
leveldb_motiv,release-dynamic,db_bench,fillrandom_t1,latency_max,8035.0,us,2
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_avg,3.051,us,2
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_stddev,44.11,us,2
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_min,0.0,us,2
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_median,2.7088,us,2
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_max,8058.0,us,2
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_avg,13.687,us,2
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_stddev,148.53,us,2
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_min,4.0,us,2
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_median,8.603,us,2
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_max,8274.0,us,2
leveldb_motiv,release-asan,db_bench,readrandom_t1,latency_avg,14.27,us,2
leveldb_motiv,release-asan,db_bench,readrandom_t1,latency_stddev,91.92,us,2
leveldb_motiv,release-asan,db_bench,readrandom_t1,latency_min,1.0,us,2
leveldb_motiv,release-asan,db_bench,readrandom_t1,latency_median,12.0706,us,2
leveldb_motiv,release-asan,db_bench,readrandom_t1,latency_max,8129.0,us,2
leveldb_motiv,release-static,db_bench,fillrandom_t1,latency_avg,4.297,us,2
leveldb_motiv,release-static,db_bench,fillrandom_t1,latency_stddev,87.36,us,2
leveldb_motiv,release-static,db_bench,fillrandom_t1,latency_min,1.0,us,2
leveldb_motiv,release-static,db_bench,fillrandom_t1,latency_median,2.7585,us,2
leveldb_motiv,release-static,db_bench,fillrandom_t1,latency_max,8023.0,us,2
leveldb_motiv,release-static,db_bench,readrandom_t1,latency_avg,4.844,us,2
leveldb_motiv,release-static,db_bench,readrandom_t1,latency_stddev,42.69,us,2
leveldb_motiv,release-static,db_bench,readrandom_t1,latency_min,0.0,us,2
leveldb_motiv,release-static,db_bench,readrandom_t1,latency_median,4.6985,us,2
leveldb_motiv,release-static,db_bench,readrandom_t1,latency_max,6229.0,us,2
leveldb_motiv,release-cheri,db_bench,fillrandom_t1,latency_avg,6.174,us,2
leveldb_motiv,release-cheri,db_bench,fillrandom_t1,latency_stddev,105.82,us,2
leveldb_motiv,release-cheri,db_bench,fillrandom_t1,latency_min,1.0,us,2
leveldb_motiv,release-cheri,db_bench,fillrandom_t1,latency_median,3.7916,us,2
leveldb_motiv,release-cheri,db_bench,fillrandom_t1,latency_max,8026.0,us,2
leveldb_motiv,release-cheri,db_bench,readrandom_t1,latency_avg,6.882,us,2
leveldb_motiv,release-cheri,db_bench,readrandom_t1,latency_stddev,55.86,us,2
leveldb_motiv,release-cheri,db_bench,readrandom_t1,latency_min,1.0,us,2
leveldb_motiv,release-cheri,db_bench,readrandom_t1,latency_median,6.3592,us,2
leveldb_motiv,release-cheri,db_bench,readrandom_t1,latency_max,8029.0,us,2
